player_id,player_name,age,nationality,club,position,overall_rating,potential_rating,matches_played,goals,assists,minutes_played,market_value_million_eur,contract_years_left,injury_prone,transfer_risk_level,position_group,goal_contribution,performance_score,age_group,experienced,predicted_market_value,value_gap
926,Player_926,19,Argentina,FC Barcelona,LW,61,79,47,7,17,4171,2.08,1,No,Low,winger,24,0.0274514504914888,young,False,87.05248063840723,84.97248063840723
2505,Player_2505,37,Portugal,PSG,RB,63,83,51,19,20,2358,2.49,2,No,Low,defender,39,0.0650975402883799,veteran,False,87.42747820283283,84.93747820283284
2449,Player_2449,27,Spain,Real Madrid,RW,73,81,41,7,10,2326,3.85,5,No,Low,winger,17,0.0412725709372313,prime,False,88.77432800090808,84.92432800090809
93,Player_93,25,England,Juventus,CM,65,97,11,35,11,1323,3.16,0,No,Low,midfielder,46,0.1107331821617536,prime,False,88.04774952966332,84.88774952966332
822,Player_822,35,France,Liverpool,CDM,65,75,3,28,1,2559,2.68,2,Yes,Medium,midfielder,29,0.0361469323954669,veteran,False,87.51150787389432,84.83150787389431
1670,Player_1670,33,Germany,Liverpool,LW,70,69,26,26,14,2073,3.3,0,No,Medium,winger,40,0.0844187168355041,veteran,False,88.0585126190783,84.7585126190783
319,Player_319,17,Germany,Liverpool,LB,65,80,22,10,1,2891,2.89,3,No,Medium,defender,11,0.0378761674161189,young,False,87.63427830584297,84.74427830584297
602,Player_602,35,England,PSG,RW,77,79,45,37,22,230,4.51,1,No,Low,winger,59,1.065217391304348,veteran,False,89.22265653326815,84.71265653326815
2584,Player_2584,35,Spain,Bayern Munich,CDM,74,76,1,31,7,1202,4.14,5,No,Low,midfielder,38,0.105657237936772,veteran,False,88.7871196683551,84.6471196683551
2027,Player_2027,34,France,FC Barcelona,CDM,66,94,1,3,11,3684,3.51,0,No,Low,midfielder,14,0.022529858849077,veteran,False,88.11868501129396,84.60868501129396
100,Player_100,24,Argentina,Liverpool,LB,82,66,45,26,4,1008,5.06,3,No,Medium,defender,30,0.1557539682539682,prime,False,89.65409722895495,84.59409722895495
488,Player_488,35,Germany,Bayern Munich,GK,60,72,14,15,18,364,2.33,4,Yes,Low,goalkeeper,33,0.3956043956043956,veteran,False,86.71929774823658,84.38929774823659
905,Player_905,25,France,PSG,CDM,68,82,47,33,17,964,3.8,5,Yes,Low,midfielder,50,0.1742738589211618,prime,False,88.09376507174204,84.29376507174204
178,Player_178,35,Argentina,Juventus,CDM,86,65,25,12,24,1903,6.09,4,No,High,midfielder,36,0.0856542301629006,veteran,False,90.19149276279683,84.10149276279682
2198,Player_2198,31,Brazil,Real Madrid,RW,81,86,2,6,9,2679,6.0,2,No,Low,winger,15,0.0347144456886898,veteran,False,90.01326239722977,84.01326239722977
1097,Player_1097,22,France,PSG,CB,88,69,14,5,5,3582,6.56,0,No,Medium,defender,10,0.041038525963149,young,False,90.57133955479691,84.0113395547969
255,Player_255,32,Argentina,PSG,CM,66,92,33,6,16,4358,4.09,1,No,Low,midfielder,22,0.0250114731528223,veteran,False,88.06938977604696,83.97938977604696
1066,Player_1066,18,Netherlands,PSG,CM,67,97,49,2,2,1359,4.43,4,Yes,Medium,midfielder,4,0.0334805003679175,young,False,88.3312223352486,83.9012223352486
1814,Player_1814,34,Spain,Liverpool,CM,60,92,2,5,7,3157,3.44,3,Yes,Medium,midfielder,12,0.0215394361735825,veteran,False,87.23283787187631,83.79283787187632
412,Player_412,24,Spain,Real Madrid,LB,94,82,26,31,21,349,7.96,3,No,Medium,defender,52,0.6131805157593123,prime,False,91.69383724953148,83.73383724953149
120,Player_120,24,Netherlands,Manchester City,RB,83,84,27,33,24,984,6.58,3,Yes,Low,defender,57,0.2088414634146341,prime,False,90.23276774369074,83.65276774369075
2270,Player_2270,24,Germany,Liverpool,LB,77,83,24,4,10,3821,5.74,3,No,High,defender,14,0.036508767338393,prime,False,89.38159548583674,83.64159548583675
1408,Player_1408,39,Brazil,Real Madrid,LW,67,76,8,29,20,247,4.17,1,No,Medium,winger,49,0.8299595141700404,veteran,False,87.7682069695825,83.59820696958249
918,Player_918,22,France,PSG,CM,80,88,49,32,12,3305,6.41,3,No,High,midfielder,44,0.0459909228441754,young,False,89.92228718119144,83.51228718119144
293,Player_293,30,Argentina,PSG,CM,69,71,44,18,22,2125,4.5,0,No,Low,midfielder,40,0.0745882352941176,veteran,False,87.96878163126736,83.46878163126736
567,Player_567,37,Portugal,Real Madrid,RW,62,77,12,10,11,3494,3.84,4,No,Medium,winger,21,0.0299084144247281,veteran,False,87.14264628565324,83.30264628565324
1176,Player_1176,33,France,Real Madrid,RW,87,85,21,35,3,1868,7.61,0,No,Low,winger,38,0.0944860813704496,veteran,False,90.8219210384143,83.2119210384143
1330,Player_1330,38,Brazil,PSG,LB,69,72,18,35,0,2959,4.81,2,No,High,defender,35,0.0468063534978033,veteran,False,87.99499381130519,83.18499381130519
981,Player_981,36,Portugal,Real Madrid,ST,71,89,43,3,12,2865,5.56,5,Yes,Low,attacker,15,0.0291448516579406,veteran,False,88.69271984470981,83.13271984470981
358,Player_358,24,Germany,PSG,CDM,94,67,49,5,15,2151,8.34,2,Yes,High,midfielder,20,0.0543933054393305,prime,False,91.3581599366768,83.0181599366768
2669,Player_2669,36,Brazil,Bayern Munich,CM,68,98,42,34,20,2947,5.51,5,No,Low,midfielder,54,0.0617577197149643,veteran,False,88.49358933233754,82.98358933233753
326,Player_326,33,Spain,PSG,CM,83,82,52,10,16,221,7.19,0,No,Low,midfielder,26,0.5678733031674208,veteran,False,90.16245432854592,82.97245432854592
1979,Player_1979,33,Netherlands,Bayern Munich,CM,62,94,4,11,10,3995,4.66,0,Yes,Low,midfielder,21,0.0232790988735919,veteran,False,87.56080312701174,82.90080312701174
554,Player_554,28,Netherlands,Liverpool,RW,83,91,27,9,8,2088,7.55,0,No,High,winger,17,0.0483716475095785,prime,False,90.41424854955729,82.86424854955729
144,Player_144,21,Spain,Liverpool,ST,67,80,2,36,10,3896,5.07,4,No,High,attacker,46,0.0532597535934291,young,False,87.91229032187798,82.84229032187798
730,Player_730,37,Spain,Real Madrid,GK,75,98,7,4,1,4314,6.76,3,No,Medium,goalkeeper,5,0.0417246175243393,veteran,False,89.47098626379329,82.71098626379329
684,Player_684,37,Germany,Real Madrid,LB,93,70,40,6,5,1612,8.59,1,No,Medium,defender,11,0.0964640198511166,veteran,False,91.28994391335476,82.69994391335476
2257,Player_2257,25,England,Real Madrid,GK,94,86,13,27,0,3518,9.17,3,No,Medium,goalkeeper,27,0.0641273450824332,prime,False,91.82450112642596,82.65450112642596
1675,Player_1675,34,England,Liverpool,LW,91,79,11,39,17,3225,8.63,4,No,Medium,winger,56,0.0748837209302325,veteran,False,91.23346744826853,82.60346744826853
1438,Player_1438,31,Portugal,FC Barcelona,CDM,89,80,54,2,9,572,8.53,2,No,Low,midfielder,11,0.1477272727272727,veteran,False,90.97482902888738,82.44482902888738
2024,Player_2024,26,England,Manchester City,GK,71,83,43,1,7,3384,6.26,2,No,Low,goalkeeper,8,0.050354609929078,prime,False,88.54402271480845,82.28402271480844
37,Player_37,21,Spain,FC Barcelona,CDM,74,89,41,16,8,2293,6.98,0,No,Medium,midfielder,24,0.044047099869167,young,False,89.11021966438766,82.13021966438765
1836,Player_1836,31,Netherlands,PSG,GK,76,89,4,17,6,218,7.37,1,Yes,Low,goalkeeper,23,0.8366972477064221,veteran,False,89.34241281044172,81.97241281044171
2070,Player_2070,29,Portugal,FC Barcelona,GK,75,80,50,33,24,4487,7.16,1,No,Medium,goalkeeper,57,0.0401158903498997,prime,False,89.02874057089171,81.86874057089172
1586,Player_1586,31,Germany,Bayern Munich,LW,72,86,5,29,7,2061,6.9,5,No,High,winger,36,0.0786026200873362,veteran,False,88.75554038099855,81.85554038099855
534,Player_534,21,Brazil,PSG,LW,69,82,19,6,10,673,6.42,1,No,High,winger,16,0.1344725111441307,young,False,88.23557073968789,81.81557073968789
2298,Player_2298,18,Brazil,Liverpool,CM,85,96,32,25,23,72,8.87,5,No,Low,midfielder,48,2.5625,young,False,90.66783512470636,81.79783512470635
969,Player_969,17,Netherlands,Juventus,CDM,85,66,48,22,15,4256,8.36,5,Yes,Low,midfielder,37,0.034421992481203,young,False,90.0796278819448,81.7196278819448
1935,Player_1935,30,Spain,Manchester City,CM,78,71,32,33,16,1256,7.54,2,No,Medium,midfielder,49,0.1345541401273885,veteran,False,89.22038158231781,81.6803815823178
102,Player_102,19,France,FC Barcelona,RB,85,70,47,0,23,3216,8.56,3,No,Low,defender,23,0.0539490049751243,young,False,90.1767746840396,81.6167746840396
2357,Player_2357,29,Argentina,FC Barcelona,GK,72,95,6,35,24,3739,7.44,1,Yes,Medium,goalkeeper,59,0.0462155656592671,prime,False,88.97861981910211,81.53861981910211
1091,Player_1091,21,Brazil,Bayern Munich,LW,74,97,42,2,18,4453,7.79,1,Yes,Medium,winger,20,0.0240287446665169,young,False,89.30799550985833,81.51799550985832
256,Player_256,28,France,Juventus,LW,94,91,42,29,5,782,10.5,5,No,Low,winger,34,0.2122762148337595,prime,False,91.93864030812239,81.43864030812239
348,Player_348,24,Argentina,Juventus,GK,76,72,47,12,16,2959,7.54,4,No,Medium,goalkeeper,28,0.0616424467725583,prime,False,88.97033524827273,81.43033524827273
1218,Player_1218,35,Portugal,PSG,LW,65,79,21,24,6,504,6.18,1,No,High,winger,30,0.2728174603174603,veteran,False,87.59585434339876,81.41585434339876
2700,Player_2700,19,Portugal,FC Barcelona,LB,92,69,38,30,14,3782,9.81,3,Yes,Low,defender,44,0.0518244315177154,young,False,91.12854145699632,81.31854145699631
2353,Player_2353,20,Germany,Juventus,LW,85,87,30,26,1,527,9.27,2,No,Low,winger,27,0.2599620493358633,young,False,90.58239653017016,81.31239653017016
299,Player_299,19,Brazil,Bayern Munich,RB,61,94,6,25,7,1066,6.13,5,No,High,defender,32,0.1224202626641651,young,False,87.41549945278501,81.28549945278502
1545,Player_1545,19,Brazil,FC Barcelona,RW,73,96,33,19,0,2073,7.88,2,No,Low,winger,19,0.0496864447660395,young,False,89.14244911823032,81.26244911823032
228,Player_228,36,Germany,Liverpool,CDM,89,73,4,35,23,1068,9.56,1,Yes,High,midfielder,58,0.1933520599250936,veteran,False,90.80011819061993,81.24011819061992
359,Player_359,17,Argentina,Real Madrid,CDM,69,69,51,33,11,3937,6.77,4,No,Medium,midfielder,44,0.0367030734061468,young,False,87.92186596586308,81.15186596586308
2706,Player_2706,30,Argentina,Real Madrid,LB,89,85,35,29,9,1382,10.04,2,No,High,defender,38,0.1306078147612156,veteran,False,91.0987105671873,81.05871056718729
2408,Player_2408,18,Netherlands,Real Madrid,CM,81,87,13,17,24,3977,9.0,4,No,Medium,midfielder,41,0.0428715111893387,young,False,90.03735602227673,81.03735602227673
1038,Player_1038,30,Brazil,Juventus,ST,88,75,8,8,10,2082,9.74,0,Yes,Low,attacker,18,0.0509125840537944,veteran,False,90.71820433346815,80.97820433346816
229,Player_229,20,France,Manchester City,CB,68,84,35,36,0,4187,7.18,4,No,Medium,defender,36,0.0329591593026033,young,False,88.15124433985353,80.97124433985354
2759,Player_2759,32,Spain,Bayern Munich,GK,76,96,24,21,3,3512,8.74,2,Yes,Low,goalkeeper,24,0.0519362186788154,veteran,False,89.56069478509035,80.82069478509035
514,Player_514,20,England,FC Barcelona,LB,76,73,30,30,5,1613,8.4,4,No,Low,defender,35,0.0954742715437073,young,False,88.99291537908896,80.59291537908895
1880,Player_1880,31,Brazil,PSG,CB,76,86,15,13,0,1817,8.75,1,No,High,defender,13,0.06989543203082,veteran,False,89.31389137614207,80.56389137614207
1920,Player_1920,32,Netherlands,PSG,LW,64,95,44,19,5,4370,7.44,3,No,Medium,winger,24,0.0265446224256292,veteran,False,87.86410396097251,80.42410396097252
354,Player_354,18,England,Juventus,RB,81,84,14,29,13,2138,9.65,2,Yes,High,defender,42,0.0825537885874649,young,False,89.96129338187741,80.3112933818774
2015,Player_2015,39,Brazil,Bayern Munich,LW,92,68,22,12,5,2293,10.94,4,No,High,winger,17,0.0460095944177932,veteran,False,91.10430976057997,80.16430976057997
1121,Player_1121,25,Germany,Liverpool,LB,72,84,45,38,18,2747,8.86,4,No,High,defender,56,0.0662540953767746,prime,False,88.70711936348432,79.84711936348432
510,Player_510,18,Brazil,Juventus,GK,71,79,8,15,10,402,8.81,5,No,Medium,goalkeeper,25,0.4238805970149253,young,False,88.42370594095402,79.61370594095402
1922,Player_1922,26,France,Liverpool,CB,92,87,3,25,2,439,12.05,0,No,High,defender,27,0.3804100227790433,prime,False,91.55151228183927,79.50151228183927
1394,Player_1394,34,Brazil,Bayern Munich,CB,90,97,14,34,15,1626,12.22,4,Yes,Medium,defender,49,0.1223862238622386,veteran,False,91.53354833238473,79.31354833238473
1841,Player_1841,20,England,Real Madrid,LW,87,83,47,18,11,4037,11.49,2,No,High,winger,29,0.035917760713401,young,False,90.77622461877354,79.28622461877355
553,Player_553,35,Portugal,Real Madrid,GK,88,76,37,11,8,3758,11.58,5,No,Low,goalkeeper,19,0.0562001064395955,veteran,False,90.74246711441266,79.16246711441266
2337,Player_2337,17,Germany,Bayern Munich,GK,72,69,50,18,3,2563,9.18,1,No,Low,goalkeeper,21,0.0674209910261412,young,False,88.33843347205152,79.15843347205151
1903,Player_1903,22,England,Liverpool,CB,65,81,20,35,24,3802,8.52,0,No,Low,defender,59,0.0474750131509731,young,False,87.65828693978861,79.13828693978861
940,Player_940,22,Brazil,PSG,CDM,72,74,12,11,23,2892,9.42,2,Yes,Low,midfielder,34,0.0518672199170124,young,False,88.46222271511313,79.04222271511313
2432,Player_2432,29,France,Manchester City,GK,73,71,32,37,11,3401,9.58,0,Yes,Low,goalkeeper,48,0.0515142605116142,prime,False,88.52797953011871,78.94797953011872
516,Player_516,34,Netherlands,FC Barcelona,LW,60,92,42,17,21,1734,8.48,3,No,High,winger,38,0.0940023068050749,veteran,False,87.2285662783051,78.74856627830509
2628,Player_2628,25,Germany,Liverpool,CM,67,79,17,0,7,2142,9.25,3,No,Low,midfielder,7,0.0287114845938375,prime,False,87.88916293731916,78.63916293731916
2348,Player_2348,28,Germany,Real Madrid,RW,87,97,23,28,17,487,12.5,5,No,High,winger,45,0.4127310061601643,prime,False,91.09805459055345,78.59805459055345
2560,Player_2560,39,Brazil,PSG,ST,89,65,22,37,2,1457,12.09,2,No,Medium,attacker,39,0.136238846945779,veteran,False,90.60688915247157,78.51688915247156
2376,Player_2376,38,Argentina,Liverpool,LB,72,76,49,12,22,3083,10.18,3,No,Low,defender,34,0.0531949399935128,veteran,False,88.5112933949691,78.3312933949691
2674,Player_2674,28,Spain,Bayern Munich,RB,75,89,54,25,2,116,10.87,3,No,High,defender,27,1.2198275862068966,prime,False,89.1803683374802,78.3103683374802
1463,Player_1463,24,France,Juventus,RW,67,74,27,9,18,403,9.47,3,No,Low,winger,27,0.3176178660049628,prime,False,87.74925990739449,78.27925990739449
910,Player_910,29,Argentina,Juventus,CM,66,83,3,37,4,1718,9.62,1,No,Medium,midfielder,41,0.0715948777648428,prime,False,87.8454734812518,78.2254734812518
2036,Player_2036,31,Argentina,PSG,GK,86,98,13,9,8,1047,12.87,2,No,Low,goalkeeper,17,0.197134670487106,veteran,False,90.99587876311872,78.12587876311872
825,Player_825,21,France,Real Madrid,LW,77,86,19,19,12,1729,11.52,1,No,Low,winger,31,0.0850202429149797,young,False,89.45245921726453,77.93245921726454
1281,Player_1281,22,England,Bayern Munich,CB,78,87,3,25,22,531,11.69,0,Yes,Low,defender,47,0.3502824858757062,young,False,89.60085625022533,77.91085625022534
2318,Player_2318,39,France,Liverpool,RB,65,80,11,11,1,2431,9.73,3,No,Medium,defender,12,0.0454545454545454,veteran,False,87.63383157014748,77.90383157014747
1157,Player_1157,18,Netherlands,Juventus,LB,79,67,33,0,21,1357,11.39,2,No,Medium,defender,21,0.1182756079587325,young,False,89.26250271584661,77.87250271584661
2333,Player_2333,21,Netherlands,FC Barcelona,CDM,82,93,33,10,9,2036,12.46,3,No,Medium,midfielder,19,0.0476424361493123,young,False,90.32398105350624,77.86398105350625
2054,Player_2054,17,Netherlands,FC Barcelona,CM,88,69,37,9,3,951,12.77,2,No,High,midfielder,12,0.0778128286014721,young,False,90.56917175667675,77.79917175667676
1552,Player_1552,33,France,Juventus,LB,77,74,30,15,7,1569,11.38,4,Yes,Low,defender,22,0.0920968769917144,veteran,False,89.157148375193,77.77714837519301
1411,Player_1411,28,Portugal,Liverpool,RB,73,65,17,32,2,3741,10.63,3,No,Medium,defender,34,0.0388933440256615,prime,False,88.38127667523767,77.75127667523768
1831,Player_1831,28,England,Manchester City,RB,70,83,33,17,9,1142,10.65,5,No,Medium,defender,26,0.1225919439579684,prime,False,88.40030498694638,77.75030498694638
438,Player_438,32,Portugal,Liverpool,LB,74,78,25,16,10,2535,11.12,3,No,Medium,defender,26,0.0579881656804733,veteran,False,88.8390786464708,77.71907864647079
2756,Player_2756,30,Argentina,Manchester City,RW,83,90,2,9,11,2622,12.77,2,No,Medium,winger,20,0.0425247902364607,veteran,False,90.39001874068921,77.62001874068922
2406,Player_2406,34,France,Real Madrid,LW,62,94,8,17,19,478,9.98,5,Yes,Medium,winger,36,0.3284518828451883,veteran,False,87.54281358159677,77.56281358159677
2446,Player_2446,18,Argentina,Manchester City,CDM,73,67,36,36,9,2619,10.91,4,Yes,Low,midfielder,45,0.0551737304314623,young,False,88.42946591453233,77.51946591453233
296,Player_296,36,Germany,PSG,LW,86,75,52,4,7,2996,13.0,2,Yes,Medium,winger,11,0.0272029372496662,veteran,False,90.44068312806124,77.44068312806124
